Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Heat Index,Snow,Snow Depth,Wind Speed,Wind Direction,Visibility,Cloud Cover,Relative Humidity,Precipitation,Conditions
"Chandigarh, India",04/24/2019,38.1,25.1,31.2,39.3,0,0,37.1,124.45,5.2,29.9,41.33,0,Partially cloudy
"Chandigarh, India",04/25/2019,37.9,24.1,30.8,38.1,0,0,16.6,168.14,5.9,52,40.94,4,"Rain, Partially cloudy"
"Chandigarh, India",04/26/2019,38.1,22.2,31.5,36.3,0,0,25.9,262.31,5.6,26.2,35.76,0,Partially cloudy
"Chandigarh, India",04/27/2019,38.1,24.9,31.5,34.9,0,0,27.7,316.1,5.9,10.5,26.36,0,Clear
"Chandigarh, India",04/28/2019,39.1,24.8,31.8,35.8,0,0,29.5,332.74,5.8,4,21.48,0,Clear
"Chandigarh, India",04/29/2019,38.8,23.1,30.8,36.8,0,0,18.4,331.73,5.5,6.2,21.87,0,Clear
"Chandigarh, India",04/30/2019,39.8,24.2,32.4,38.8,0,0,5.5,245.86,3.6,37.9,29.68,0,Partially cloudy
"Chandigarh, India",05-01-2019,38.7,28.2,32.5,39.4,0,0,8.6,146.38,4,54.7,32.08,2.51,"Rain, Partially cloudy"
"Chandigarh, India",05-02-2019,34.9,25.1,29.1,34.1,0,0,31,197.3,4.8,50.4,34.57,2.6,"Rain, Partially cloudy"
"Chandigarh, India",05-03-2019,36.1,21.1,29.5,34.3,0,0,16.6,271.8,5.8,29.8,31.91,5.93,"Rain, Partially cloudy"
"Chandigarh, India",05-04-2019,37.1,20.1,29.8,34.3,0,0,22.3,299.1,5.9,12.7,24.77,0,Clear
"Chandigarh, India",05-05-2019,39.1,21.1,30.7,36.6,0,0,27.7,327.36,5.9,12.7,25.8,0,Clear
"Chandigarh, India",05-06-2019,39.1,22.1,31.4,35.7,0,0,25.9,267.8,6.4,0,19.44,0,Clear
"Chandigarh, India",05-07-2019,40.1,21.9,31.7,36.9,0,0,16.6,220.35,6.4,9.3,18.31,0,Clear
"Chandigarh, India",05-08-2019,40.1,23.1,32.7,37.1,0,0,27.7,240,6.4,2.6,18.22,0,Clear
"Chandigarh, India",05-09-2019,40.1,23.1,32.8,37.2,0,0,25.9,324.17,5.7,20.7,19.89,0,Clear
"Chandigarh, India",05-10-2019,39.9,24.3,32.7,38.3,0,0,40.7,225.65,5,69.4,27.71,5.7,"Rain, Partially cloudy"
"Chandigarh, India",05-11-2019,36.1,22.2,30.5,35,0,0,20.5,216.1,5.9,55.6,35.52,2.94,"Rain, Partially cloudy"
"Chandigarh, India",05-12-2019,37.1,25.1,31.1,35.7,0,0,19.9,220.24,5.9,37.9,29.5,0.8,"Rain, Partially cloudy"
"Chandigarh, India",05/13/2019,38.1,22.3,31,36.2,0,0,24.1,291.79,5.4,57.3,32.11,2,"Rain, Partially cloudy"
"Chandigarh, India",05/14/2019,35.1,21.1,27.8,34.1,0,0,11.2,174.19,5.3,52.3,58.13,8.11,"Rain, Partially cloudy"
"Chandigarh, India",05/15/2019,33.9,24.1,27.7,38.8,0,0,25.9,163.2,5.3,71.2,51.8,0,Partially cloudy
"Chandigarh, India",05/16/2019,36.1,24.1,29.7,34.3,0,0,25.9,190.44,5.2,63.1,44.48,4.04,"Rain, Partially cloudy"
"Chandigarh, India",05/17/2019,31.1,22.4,27.4,31.5,0,0,23.7,282.92,4.5,68.6,54.63,0.4,"Rain, Partially cloudy"
"Chandigarh, India",05/18/2019,35.1,23,28.3,35.3,0,0,18.4,224.43,5.8,46.8,46.2,14.2,"Rain, Partially cloudy"
"Chandigarh, India",05/19/2019,37.1,22.1,30.9,36.1,0,0,20.5,307.22,5.9,40.8,35.9,0,Partially cloudy
"Chandigarh, India",05/20/2019,37.7,25.1,30.2,36.5,0,0,20.5,328.55,5.1,40.9,38.43,0,Partially cloudy
"Chandigarh, India",05/21/2019,39.7,24.5,32.3,38,0,0,5.2,306.63,4,23.2,32.49,0,Clear
"Chandigarh, India",05/22/2019,40.1,24.3,35.3,37.2,0,0,16.8,281.82,5.6,65.3,21.75,0,Partially cloudy
"Chandigarh, India",05/23/2019,33.1,26.1,30.3,32.2,0,0,24.1,292,5.1,76.2,33.82,0,Overcast
"Chandigarh, India",05/24/2019,34.1,22,27.7,34.6,0,0,22.3,242.8,5.4,64.8,63.46,15.4,"Rain, Partially cloudy"
"Chandigarh, India",05/25/2019,36.1,23,29.7,34.6,0,0,27.7,297.26,5.5,25.2,44.62,0,Partially cloudy
"Chandigarh, India",05/26/2019,38.1,22,31.3,36.7,0,0,18.4,321.95,5.8,9.2,36.56,0,Clear
"Chandigarh, India",05/27/2019,39.3,25.1,31.4,37.7,0,0,18.7,273.57,5.7,7.7,31.21,0,Clear
"Chandigarh, India",05/28/2019,40.4,24.1,32.1,38.3,0,0,21.9,329.08,5.5,0.6,24.69,0,Clear
"Chandigarh, India",05/29/2019,43.1,25.1,35,39.4,0,0,20.5,295.1,5.9,7.9,19.23,0,Clear
"Chandigarh, India",05/30/2019,43.1,24.2,35.5,40.3,0,0,24.6,278.06,5.9,5.2,21.25,0,Clear
"Chandigarh, India",05/31/2019,44.1,26.1,36.1,41.5,0,0,18.4,249.69,5.8,9.8,21.21,0,Clear
"Chandigarh, India",06-01-2019,41.1,28.1,35.3,43.5,0,0,29.5,171.2,5.6,13.5,35.95,0,Clear
"Chandigarh, India",06-02-2019,41.1,31.1,35.5,44.3,0,0,27.7,153.65,5.9,30.8,40.33,5,"Rain, Partially cloudy"
"Chandigarh, India",06-03-2019,38.1,31.1,34.1,41.5,0,0,29.5,143.35,5.5,18.2,42.9,0,Clear
"Chandigarh, India",06-04-2019,38.1,22.1,30.3,41.9,0,0,27.7,128.25,5.7,46,60.83,15.28,"Rain, Partially cloudy"
"Chandigarh, India",06-05-2019,42.1,26.2,34.5,44,0,0,18.4,195.25,5.8,43.3,39.3,0,Partially cloudy
"Chandigarh, India",06-06-2019,40.1,27.2,32.9,38.8,0,0,27.7,170.68,5.7,54.3,31.71,3.95,"Rain, Partially cloudy"
"Chandigarh, India",06-07-2019,39.1,23.1,32,38.1,0,0,16.6,218.11,6.4,20.2,36.54,1,Rain
"Chandigarh, India",06-08-2019,41.1,25.1,34.6,40,0,0,22.5,219.63,5.9,9.4,30.17,0,Clear
"Chandigarh, India",06-09-2019,42.1,27.6,36.4,40.9,0,0,22.3,260.13,5.8,13.1,24.4,0,Clear
"Chandigarh, India",06-10-2019,44.1,26.2,36.2,41.7,0,0,22.3,250,6.3,2.5,28.36,0,Clear
"Chandigarh, India",06-11-2019,44,28.1,36.7,44.3,0,0,25.9,159.37,5.8,32,27.59,0.2,"Rain, Partially cloudy"
"Chandigarh, India",06-12-2019,40.1,27.5,34.3,41,0,0,52.1,130.64,5.7,46.4,30.57,15.95,"Rain, Partially cloudy"
"Chandigarh, India",06/13/2019,41.1,25.2,33.9,42.2,0,0,13,206.27,5.8,34.3,37.55,5.04,"Rain, Partially cloudy"
"Chandigarh, India",06/14/2019,42.1,28.1,34.2,40.2,0,0,18.4,293.77,5.6,4.6,34.48,0,Clear
"Chandigarh, India",06/15/2019,42.1,26,35.1,40.2,0,0,37.1,329.88,5.4,26.6,24.18,0,Partially cloudy
"Chandigarh, India",06/16/2019,36.1,29,31.8,36.9,0,0,33.5,301.33,5.6,58.7,38.83,0.81,"Rain, Partially cloudy"
"Chandigarh, India",06/17/2019,39.1,25.1,31.6,41.1,0,0,25.5,254.65,5.7,31.3,53.46,24.75,"Rain, Partially cloudy"
"Chandigarh, India",06/18/2019,32.1,24.2,28.3,34.3,0,0,18.4,249.11,5.9,76.1,57.66,1.52,"Rain, Overcast"
"Chandigarh, India",06/19/2019,37.1,25.1,31.2,39.4,0,0,18.4,230.59,5.7,49.6,49.59,0,Partially cloudy
"Chandigarh, India",06/20/2019,37.1,27.1,30.4,40.4,0,0,37.1,184.95,5.5,41.7,52.73,0.3,"Rain, Partially cloudy"
"Chandigarh, India",06/21/2019,37.1,24.1,31,37,0,0,14.8,301.73,5.9,65.4,44.97,35.68,"Rain, Partially cloudy"
"Chandigarh, India",06/22/2019,40.1,25.1,33.7,40.1,0,0,20.5,269.6,5.7,14.8,39.99,0,Clear
"Chandigarh, India",06/23/2019,39.1,30.1,33.2,43.4,0,0,18.4,165.38,5.6,19.1,46.28,0,Clear
"Chandigarh, India",06/24/2019,36.9,26.9,30.7,42,0,0,22.3,186.53,5.9,67.2,62.82,29.33,"Rain, Partially cloudy"
"Chandigarh, India",06/25/2019,35.1,27,31.6,40.8,0,0,14.8,307.29,5.8,82.5,61.25,26,"Rain, Overcast"
"Chandigarh, India",06/26/2019,38.1,28,32.8,43.5,0,0,18.9,276.92,5.3,18.8,56.9,4,Rain
"Chandigarh, India",06/27/2019,36.6,29.2,32.7,39.8,0,0,7.5,310.25,3.8,33.9,51.62,0,Partially cloudy
"Chandigarh, India",06/28/2019,38.8,27.8,34,44.8,0,0,10.4,299.5,3.3,4.9,51.25,0,Clear
"Chandigarh, India",06/29/2019,39.9,29.6,34.7,45.9,0,0,10.2,325.5,4,6,48.41,2,Rain
"Chandigarh, India",06/30/2019,38.8,28.9,33.6,45.9,0,0,7.4,287.67,4,12.9,50.46,2.9,Rain
"Chandigarh, India",07-01-2019,38.8,31.3,34.1,48.6,0,0,9.7,199.13,3.9,19.3,53.24,12,Rain
"Chandigarh, India",07-02-2019,38.1,29.8,34.7,47.4,0,0,22.3,198.89,5,14.1,48.17,0,Clear
"Chandigarh, India",07-03-2019,37.7,30.3,34.4,53.6,0,0,6.8,160.13,2.6,29.6,64.48,0.7,"Rain, Partially cloudy"
"Chandigarh, India",07-04-2019,32.8,25,29,44.5,0,0,7.2,121,4,68.4,82.86,51.91,"Rain, Partially cloudy"
"Chandigarh, India",07-05-2019,35.7,27.2,31.4,46,0,0,4.9,152.33,3.5,50,74.78,0.75,"Rain, Partially cloudy"
"Chandigarh, India",07-06-2019,35.8,28.4,30.6,46.7,0,0,12,139.56,4.4,54.6,78.17,39.91,"Rain, Partially cloudy"
"Chandigarh, India",07-07-2019,36.1,28.1,32.1,43.7,0,0,13,161.07,5.9,50.1,70.59,49.2,"Rain, Partially cloudy"
"Chandigarh, India",07-08-2019,35.1,27.1,30.6,46.1,0,0,29.5,148.61,5.8,60.9,80.77,75.85,"Rain, Partially cloudy"
"Chandigarh, India",07-09-2019,31,24.1,28.6,47.5,0,0,24.1,138.71,5.3,70.5,97.02,81.67,"Rain, Partially cloudy"
"Chandigarh, India",07-10-2019,33.1,26.1,29.3,48.1,0,0,14.8,213.56,5.2,75.9,96.14,54.93,"Rain, Overcast"
"Chandigarh, India",07-11-2019,31.1,22.1,27.7,49.3,0,0,32.8,154.36,4.8,65.7,99.35,13.06,"Rain, Partially cloudy"
"Chandigarh, India",07-12-2019,33.1,25.1,29,51.4,0,0,20.5,168.61,4.1,64.4,96.42,20.42,"Rain, Partially cloudy"
"Chandigarh, India",07/13/2019,32.1,23.2,27.3,54.4,0,0,20.5,145.93,4.6,51.4,98.51,29.03,"Rain, Partially cloudy"
"Chandigarh, India",07/14/2019,28.1,22.1,24.4,35.8,0,0,18.4,150.41,4.1,58.4,98.86,116.05,"Rain, Partially cloudy"
"Chandigarh, India",07/15/2019,29.1,23.1,26.6,39.9,0,0,14.8,150.7,5.2,76.3,99.3,54.74,"Rain, Overcast"
"Chandigarh, India",07/16/2019,28.1,23.1,25.2,35.8,0,0,13.6,148,4.3,65.6,99.52,68.54,"Rain, Partially cloudy"
"Chandigarh, India",07/17/2019,30.1,24.1,27.4,44.4,0,0,13,143.5,5.2,83.9,98.7,15.67,"Rain, Overcast"
"Chandigarh, India",07/18/2019,32,26,28.1,44.4,0,0,13,145.38,5.4,64.5,95.05,0.91,"Rain, Partially cloudy"
"Chandigarh, India",07/19/2019,31.1,27.1,29,49.3,0,0,13,153,5.2,62.6,98.89,12.87,"Rain, Partially cloudy"
"Chandigarh, India",07/20/2019,33.1,27.1,29.8,51.4,0,0,10.7,138.91,5.3,68.1,95.46,6.2,"Rain, Partially cloudy"
"Chandigarh, India",07/21/2019,34.1,27.1,30.2,55.1,0,0,17.1,155.58,5.6,44.9,92.29,10.8,"Rain, Partially cloudy"
"Chandigarh, India",07/22/2019,35.1,27.1,31.4,52.3,0,0,13,236.31,5.9,53,83.42,2,"Rain, Partially cloudy"
"Chandigarh, India",07/23/2019,36.1,28.1,32.1,55.3,0,0,13.6,256.05,5.2,35.3,84.4,9,"Rain, Partially cloudy"
"Chandigarh, India",07/24/2019,36.1,28.1,31.8,58.3,0,0,27.7,235.25,4.6,30.7,89.28,1,"Rain, Partially cloudy"
"Chandigarh, India",07/25/2019,29.1,26.1,27.2,39.9,0,0,18.5,140.68,4.5,86.1,98.71,15.33,"Rain, Overcast"
"Chandigarh, India",07/26/2019,31.1,24.7,27.5,49.3,0,0,13,145.78,5.5,77.7,98.93,104.4,"Rain, Overcast"
"Chandigarh, India",07/27/2019,30.1,26.1,28.1,44.4,0,0,24.1,135.84,5.7,88.2,97.89,48.21,"Rain, Overcast"
"Chandigarh, India",07/28/2019,34.1,27,30,52.3,0,0,16.8,119.58,5.7,79.9,93.22,13.4,"Rain, Overcast"
"Chandigarh, India",07/29/2019,34.7,28,30.8,52.3,0,0,14.8,158.84,5.8,62.1,90.36,3,"Rain, Partially cloudy"
"Chandigarh, India",07/30/2019,30.1,26.1,28.5,44.4,0,0,15.4,94.47,5.7,90.5,96.47,6.73,"Rain, Overcast"
"Chandigarh, India",07/31/2019,29.1,24.9,27.5,39.9,0,0,9.4,152.9,5.7,88.8,98.16,14.62,"Rain, Overcast"
"Chandigarh, India",08-01-2019,33.1,27,29.4,50.6,0,0,11.2,160.45,5.4,84.4,94.5,7,"Rain, Overcast"
"Chandigarh, India",08-02-2019,28.2,24.1,26.8,35.8,0,0,18.4,125.43,5.4,77.1,99.27,43.94,"Rain, Overcast"
"Chandigarh, India",08-03-2019,32.1,26.1,28.5,54.4,0,0,16.6,134.31,5,56,98.24,0.4,"Rain, Partially cloudy"
"Chandigarh, India",08-04-2019,34.1,26.1,30.1,53.3,0,0,8.6,150,5.5,43.3,88.28,55,"Rain, Partially cloudy"
"Chandigarh, India",08-05-2019,33.8,27,30.6,44.8,0,0,3.3,109.83,4,70.5,77.77,14,"Rain, Partially cloudy"
"Chandigarh, India",08-06-2019,31.8,26.3,28.9,44.4,0,0,20.5,128.33,5.4,66.9,94.86,59.12,"Rain, Partially cloudy"
"Chandigarh, India",08-07-2019,34.1,27.1,30.1,55.1,0,0,13.2,192.45,5.8,85.2,94.3,0.7,"Rain, Overcast"
"Chandigarh, India",08-08-2019,35,27.2,31.1,55.1,0,0,9.4,152.57,5.9,82.3,90.09,0.9,"Rain, Overcast"
"Chandigarh, India",08-09-2019,31.1,25.1,28.7,49.3,0,0,9.4,139.92,5.2,73.4,95.54,5.83,"Rain, Partially cloudy"
"Chandigarh, India",08-10-2019,33.2,27.1,29.6,56.9,0,0,22.3,127.2,5.8,71,96.44,2.2,"Rain, Partially cloudy"
"Chandigarh, India",08-11-2019,34.1,27.1,30.5,65.8,0,0,11.2,133.06,5.7,63.5,97.93,11.2,"Rain, Partially cloudy"
"Chandigarh, India",08-12-2019,34.1,28,30.5,65.8,0,0,13.8,279.13,5.3,68.6,94.97,13.2,"Rain, Partially cloudy"
"Chandigarh, India",08/13/2019,33.1,28.1,30.5,59.9,0,0,20.5,272.14,5.2,79.8,96.78,36,"Rain, Overcast"
"Chandigarh, India",08/14/2019,33.1,25.1,29.1,59.9,0,0,22.3,143,5.3,79.9,98.5,29.47,"Rain, Overcast"
"Chandigarh, India",08/15/2019,32.1,27.1,29,52,0,0,13,155.9,5.2,77,99.02,22.81,"Rain, Overcast"
"Chandigarh, India",08/16/2019,32.1,26.1,28.1,54.4,0,0,13,106.88,5.2,79.9,99.21,67.28,"Rain, Overcast"
"Chandigarh, India",08/17/2019,29,25.1,26.7,38.9,0,0,16.7,137.15,4.9,65.3,99.42,62.64,"Rain, Partially cloudy"
"Chandigarh, India",08/18/2019,29.1,24.1,25.6,39.9,0,0,44.6,123.82,4.2,82.2,99.21,91.03,"Rain, Overcast"
"Chandigarh, India",08/19/2019,33.1,24.1,28,59.9,0,0,13.6,105.8,5.6,61.2,98.3,43.73,"Rain, Partially cloudy"
"Chandigarh, India",08/20/2019,33.1,24.1,28.7,54.4,0,0,18.4,321.17,6,44.7,97.26,0,Partially cloudy
"Chandigarh, India",08/21/2019,34.1,25.1,29.4,59.9,0,0,18.4,317.55,6.1,35.1,95.28,0,Partially cloudy
"Chandigarh, India",08/22/2019,33.2,24.1,28.6,44.4,0,0,11.2,164.67,5.8,40.5,82.25,10,"Rain, Partially cloudy"
"Chandigarh, India",08/23/2019,35.1,26.1,29.5,51.2,0,0,14.6,180.17,5.7,56,81.06,19.53,"Rain, Partially cloudy"
"Chandigarh, India",08/24/2019,33.1,26.1,28.2,44.2,0,0,22.3,153.92,4.8,65.4,87.7,0.21,"Rain, Partially cloudy"
"Chandigarh, India",08/25/2019,29.1,24.1,26.8,38.4,0,0,13,125.8,4.5,85,90.88,73.35,"Rain, Overcast"
"Chandigarh, India",08/26/2019,37.1,26.1,30.5,46.1,0,0,9.4,219.07,6.2,72.5,76.31,9.7,"Rain, Partially cloudy"
"Chandigarh, India",08/27/2019,36.1,27.1,31.1,44.9,0,0,11.2,292.14,5.7,47.7,73.02,0,Partially cloudy
"Chandigarh, India",08/28/2019,35,27.1,30.3,50.6,0,0,7.6,275,4.8,36.6,82.86,0,Partially cloudy
"Chandigarh, India",08/29/2019,32.5,27.4,30.1,41.6,0,0,3.6,131.67,3.7,73.4,80.02,0.1,"Rain, Partially cloudy"
"Chandigarh, India",08/30/2019,34.3,28.1,30.7,43.9,0,0,3.5,240.2,3.7,59.6,75.96,3,"Rain, Partially cloudy"
"Chandigarh, India",08/31/2019,34.8,28.1,31.3,43.8,0,0,7,303.33,3.7,45.3,75.04,0,Partially cloudy
"Chandigarh, India",09-01-2019,31.1,27.3,29.1,39.3,0,0,11.2,128.27,5.1,90.7,80.48,76.9,"Rain, Overcast"
"Chandigarh, India",09-02-2019,36.1,26.1,30,55.8,0,0,13,299.83,5.4,68.6,79.06,2,"Rain, Partially cloudy"
"Chandigarh, India",09-03-2019,35.1,27.1,31,50.6,0,0,13,276.08,5,46.1,79.93,0,Partially cloudy
"Chandigarh, India",09-04-2019,32.1,27.1,28.8,42.5,0,0,14.8,140.15,4.1,65.6,86.99,32.27,"Rain, Partially cloudy"
"Chandigarh, India",09-05-2019,32.2,25.8,28.1,42.3,0,0,18.4,164.25,4.3,66.5,89.22,73.24,"Rain, Partially cloudy"
"Chandigarh, India",09-06-2019,33.4,26.4,30.2,43.2,0,0,4.8,227.5,3.9,42.2,78.01,2,"Rain, Partially cloudy"
"Chandigarh, India",09-07-2019,33.2,27.1,30.2,42.2,0,0,5.2,130.8,3.8,44.1,78.18,0,Partially cloudy
"Chandigarh, India",09-08-2019,33.8,28,30.5,44.8,0,0,5.3,220.67,3.9,59.5,77.48,2,"Rain, Partially cloudy"
"Chandigarh, India",09-09-2019,34.2,27,30.3,42.7,0,0,3.5,309.4,3.9,35.4,77.63,0,Partially cloudy
"Chandigarh, India",09-10-2019,34.8,27.2,31.2,45.4,0,0,3.4,276.75,3.9,36.5,75.88,0,Partially cloudy
"Chandigarh, India",09-11-2019,35.5,28.2,31.5,47.7,0,0,7,236.8,3.3,38.7,77.5,0,Partially cloudy
"Chandigarh, India",09-12-2019,33.9,29,30.9,48.8,0,0,11.2,142.09,3.8,50.9,80.87,0,Partially cloudy
"Chandigarh, India",09/13/2019,33.8,27.1,30.2,54.4,0,0,12,184,4.9,64.3,84.85,0,Partially cloudy
"Chandigarh, India",09/14/2019,34.1,26.1,30.2,55.1,0,0,16.6,150.69,5.2,52.3,88.05,1,"Rain, Partially cloudy"
"Chandigarh, India",09/15/2019,35.1,27.9,30.3,49.5,0,0,11.2,186.44,5.6,53.2,84.04,0,Partially cloudy
"Chandigarh, India",09/16/2019,35.1,25.1,30,45.9,0,0,16.6,290.23,5.2,38.7,79.3,0,Partially cloudy
"Chandigarh, India",09/17/2019,35.1,26.8,30.6,51.4,0,0,13,201.94,5.2,39.2,79.53,0,Partially cloudy
"Chandigarh, India",09/18/2019,34.1,27,29.2,42.1,0,0,13,148.83,4.8,46.1,78.2,0,Partially cloudy
"Chandigarh, India",09/19/2019,31.1,26,28.6,36.7,0,0,18.7,134.13,5.8,69.5,76.42,43,"Rain, Partially cloudy"
"Chandigarh, India",09/20/2019,34.1,24.9,29.4,40.8,0,0,9.4,221.79,5.7,48.3,70.13,6,"Rain, Partially cloudy"
"Chandigarh, India",09/21/2019,33,25.9,28.5,39,0,0,11.6,254.33,5.5,46.2,76.29,5,"Rain, Partially cloudy"
"Chandigarh, India",09/22/2019,33.1,25.1,27.9,36.3,0,0,18.4,129.21,5.2,45.4,77.35,30.79,"Rain, Partially cloudy"
"Chandigarh, India",09/23/2019,34.1,24.9,29.1,38.9,0,0,9.4,241.93,6.2,32.1,70.97,3,"Rain, Partially cloudy"
"Chandigarh, India",09/24/2019,34.1,25.9,29.4,40.7,0,0,8.5,249,5.2,36.3,74.23,0.3,"Rain, Partially cloudy"
"Chandigarh, India",09/25/2019,31.7,26.2,28.6,37.4,0,0,5.1,200.29,3.2,59.7,75.05,4,"Rain, Partially cloudy"
"Chandigarh, India",09/26/2019,32.7,25.4,28.9,39.9,0,0,13.2,163.56,5.2,57.8,80.97,21.41,"Rain, Partially cloudy"
"Chandigarh, India",09/27/2019,31.1,22.9,27.1,37.4,0,0,9.4,186.19,5.3,44.2,87.29,34.42,"Rain, Partially cloudy"
"Chandigarh, India",09/28/2019,32.1,23.9,26.8,38,0,0,22.3,170.21,5.1,48.5,87.05,16.1,"Rain, Partially cloudy"
"Chandigarh, India",09/29/2019,25.1,21.9,23.7,32,0,0,24.1,109.61,4.4,86.6,97.59,54.26,"Rain, Overcast"
"Chandigarh, India",09/30/2019,29.1,23.9,25.9,34.7,0,0,22.3,136.43,5.6,67.8,90.54,35.63,"Rain, Partially cloudy"
"Chandigarh, India",10-01-2019,31.1,23.9,27.1,36.7,0,0,11.2,154.09,5.8,59.1,82.57,81.16,"Rain, Partially cloudy"
"Chandigarh, India",10-02-2019,32.1,22.9,27.3,36.9,0,0,10.2,245.42,5.6,46.7,78.56,7,"Rain, Partially cloudy"
"Chandigarh, India",10-03-2019,32.1,22.1,27.2,36.9,0,0,22.3,272.6,5.7,64.9,76.58,13,"Rain, Partially cloudy"
"Chandigarh, India",10-04-2019,29.1,21,24.9,32.9,0,0,20.7,298.67,5.7,70.4,82.34,2,"Rain, Partially cloudy"
"Chandigarh, India",10-05-2019,31.1,20,25.6,33.8,0,0,14.8,321.05,5.5,57.9,76.62,0,Partially cloudy
"Chandigarh, India",10-06-2019,31.1,20.1,25.9,34.3,0,0,14.6,312.23,5.6,69.4,78.97,0,Partially cloudy
"Chandigarh, India",10-07-2019,32.1,22.7,26.2,35.9,0,0,22.3,301.68,5.3,60,78.8,3,"Rain, Partially cloudy"
"Chandigarh, India",10-08-2019,31.1,19.1,25.3,32.6,0,0,9.4,274.46,5.7,14.1,76.93,1,Rain
"Chandigarh, India",10-09-2019,31.1,21,25.8,33.1,0,0,11.2,213.5,5.2,21.1,74.68,0.8,Rain
"Chandigarh, India",10-10-2019,32.1,20,25.6,33.3,0,0,7.6,280,5.4,10.6,71.28,0,Clear
"Chandigarh, India",10-11-2019,32.1,20.1,25.8,34.3,0,0,10.2,217.75,5.5,5.3,72.31,0,Clear
"Chandigarh, India",10-12-2019,32.1,20.1,25.9,33.6,0,0,13,232,5.3,10.8,74.61,0,Clear
"Chandigarh, India",10/13/2019,32.1,19.1,26.4,33.8,0,0,14.8,303.8,5.6,7.9,72.12,0,Clear
"Chandigarh, India",10/14/2019,32.1,21.1,26,35,0,0,11.2,207.67,4.5,15.1,77.03,0,Clear
"Chandigarh, India",10/15/2019,31.1,21.2,25.6,33,0,0,4.8,192,3.1,8.8,71.8,0,Clear
"Chandigarh, India",10/16/2019,32.1,21.1,26.7,37,0,0,8.6,117.64,4,11.6,75.7,0,Clear
"Chandigarh, India",10/17/2019,32.1,21.1,26.4,35,0,0,9.4,130.2,4.3,8.1,71.41,0,Clear
"Chandigarh, India",10/18/2019,32.1,21.1,25.8,33.6,0,0,24.1,188.56,4.9,17.1,68.18,0,Clear
"Chandigarh, India",10/19/2019,32.1,19.1,25.2,31.9,0,0,13,315.27,5.3,17.6,66.63,0,Clear
"Chandigarh, India",10/20/2019,31.1,18.1,24.8,30.7,0,0,18.4,331.91,5.2,19.9,63.16,0,Clear
"Chandigarh, India",10/21/2019,30.1,17.1,23.6,29.2,0,0,14.8,325.87,5.3,4.3,64.62,0,Clear
"Chandigarh, India",10/22/2019,32.1,17.1,24.6,31.3,0,0,18.4,312.25,5.3,0.2,60.31,0,Clear
"Chandigarh, India",10/23/2019,31.1,16.1,23.6,30.7,0,0,18.4,235.67,5.5,0,64.97,0,Clear
"Chandigarh, India",10/24/2019,30.1,18.1,24,30.5,0,0,11.2,209.88,4.8,0,68.58,0,Clear
"Chandigarh, India",10/25/2019,30.1,19.1,24.1,30.9,0,0,11.2,164.36,4.1,8.7,76.33,0,Clear
"Chandigarh, India",10/26/2019,29.8,19.1,23.6,30.7,0,0,9.4,224.5,3.5,2.5,74.44,0,Clear
"Chandigarh, India",10/27/2019,30.1,16.1,22.4,29.9,0,0,13,268.63,3.9,0,78.03,0,Clear
"Chandigarh, India",10/28/2019,30.1,17.1,23.5,30.5,0,0,9.4,185.7,4,0,72.6,0,Clear
"Chandigarh, India",10/29/2019,29.9,17.1,23.3,30.7,0,0,11.2,203,3.7,28.1,77.15,0,Partially cloudy
"Chandigarh, India",10/30/2019,30.1,18.1,23.7,31.2,0,0,13.6,300.17,2.8,47.5,76.9,0,Partially cloudy
"Chandigarh, India",10/31/2019,30.1,17.1,23.8,32,0,0,14.8,233.23,3.6,0.1,75.42,0,Clear
"Chandigarh, India",11-01-2019,29.1,18,23.2,30.4,0,0,11.4,168,3,29.7,75.88,0,Partially cloudy
"Chandigarh, India",11-02-2019,28.1,18,23.3,28.9,0,0,10,242.5,2.1,77.5,74.59,0,Overcast
"Chandigarh, India",11-03-2019,29.1,17.1,22.8,29.9,0,0,13,315.8,2.6,59.5,76.88,0,Partially cloudy
"Chandigarh, India",11-04-2019,29.1,17.1,23,29.2,0,0,18.4,321.72,3.6,10.7,73.32,0,Clear
"Chandigarh, India",11-05-2019,30.1,17.6,23.2,28.9,0,0,18.4,326.06,4.8,0.1,61.24,0,Clear
"Chandigarh, India",11-06-2019,27.2,15.3,21.2,27.3,0,0,2.7,207.2,3.7,12.5,62.4,0,Clear
"Chandigarh, India",11-07-2019,23.2,17.2,19.6,27,0,0,7.8,86.83,3.8,76.6,73.43,10.86,"Rain, Overcast"
"Chandigarh, India",11-08-2019,26.6,15.2,19.7,27,0,0,5.1,334.2,3.5,49.2,79.3,4.47,"Rain, Partially cloudy"
"Chandigarh, India",11-09-2019,27.5,15,20,27,0,0,4,312.5,3.8,0.1,68.07,0,Clear
"Chandigarh, India",11-10-2019,25.9,13.5,18.5,27,0,0,1.7,294.5,4,0.6,74.21,0,Clear
"Chandigarh, India",11-11-2019,23.2,13.9,17.9,27,0,0,3.4,305.29,2.5,56.6,76.42,0,Partially cloudy
"Chandigarh, India",11-12-2019,25.1,13.7,18.3,27,0,0,3.5,300.33,2.1,48.4,78.09,0,Partially cloudy
"Chandigarh, India",11/13/2019,24.8,13.8,18.7,27,0,0,3.3,320,2.1,72.7,78.46,0,Partially cloudy
